Probabilidade Sistema Vazio (P0),Probabilidade de Espera,Número Médio na Fila (Lq),Tempo Médio na Fila (Wq),Número Médio no Sistema (L),Tempo Médio no Sistema (W),Taxa de Utilização,Tempo de Chegada - Média,Tempo de Chegada - Mediana,Tempo de Chegada - Moda,Tempo de Chegada - Variância,Tempo de Chegada - Desvio Padrão,Tempo de Atendimento - Média,Tempo de Atendimento - Mediana,Tempo de Atendimento - Moda,Tempo de Atendimento - Variância,Tempo de Atendimento - Desvio Padrão,Tempo de Chegada - Limite Inferior,Tempo de Chegada - Limite Superior,Tempo de Atendimento - Limite Inferior,Tempo de Atendimento - Limite Superior
0.1864916602620826,0.03867396500172902,0.020740259642643363,0.13962342791427512,1.7661353873907126,11.889623427914277,0.34907902554961384,6.731999999999999,6.6,"4,8 | 6,1",2.706710204081632,1.6452082555353387,11.750000000000002,11.75,"10,8 | 11,1 | 11,2 | 11,3 | 11,4 | 11,5 | 11,6 | 11,7 | 11,8 | 11,9 | 12,1 | 12,2 | 12,3 | 12,4 | 12,5 | 12,8 | 12,9",0.7723469387755101,0.8788327137604233,6.275979917360382,7.188020082639617,11.506404476207166,11.993595523792838
