Probabilidade Sistema Vazio (P0),Probabilidade de Espera,Número Médio na Fila (Lq),Tempo Médio na Fila (Wq),Número Médio no Sistema (L),Tempo Médio no Sistema (W),Taxa de Utilização,Tempo entre Chegadas - Média,Tempo entre Chegadas - Mediana,Tempo entre Chegadas - Moda,Tempo entre Chegadas - Variância,Tempo entre Chegadas - Desvio Padrão,Tempo de Atendimento - Média,Tempo de Atendimento - Mediana,Tempo de Atendimento - Moda,Tempo de Atendimento - Variância,Tempo de Atendimento - Desvio Padrão,Tempo entre Chegadas - Limite Inferior,Tempo entre Chegadas - Limite Superior,Tempo de Atendimento - Limite Inferior,Tempo de Atendimento - Limite Superior
0.1195192280057049,0.6284663893321683,1.4865558614870953,8.117656829334887,3.5951235527886,19.631942543620603,0.7028558971005014,5.4607142857142845,5.45,Não possui moda,0.7750661375661377,0.8803784058949525,11.514285714285714,11.45,10.8,0.9427513227513226,0.9709538211219535,5.134623552789997,5.786805018638572,11.154645994541072,11.873925434030356
