Probabilidade Sistema Vazio (P0),Probabilidade de Espera,Número Médio na Fila (Lq),Tempo Médio na Fila (Wq),Número Médio no Sistema (L),Tempo Médio no Sistema (W),Taxa de Utilização,Tempo de Chegada - Média,Tempo de Chegada - Mediana,Tempo de Chegada - Moda,Tempo de Chegada - Variância,Tempo de Chegada - Desvio Padrão,Tempo de Atendimento - Média,Tempo de Atendimento - Mediana,Tempo de Atendimento - Moda,Tempo de Atendimento - Variância,Tempo de Atendimento - Desvio Padrão,Tempo de Chegada - Limite Inferior,Tempo de Chegada - Limite Superior,Tempo de Atendimento - Limite Inferior,Tempo de Atendimento - Limite Superior
-0.02503007289088902,1.0250300728908888,-19.907812981928974,-108.71087874774784,-17.799245290627468,-97.19659303346212,1.0542838456507524,5.4607142857142845,5.45,Não possui moda,0.7750661375661377,0.8803784058949525,11.514285714285714,11.45,10.8,0.9427513227513226,0.9709538211219535,5.134623552789997,5.786805018638572,11.154645994541072,11.873925434030356
