Probabilidade Sistema Vazio (P0),Probabilidade de Espera,Número Médio na Fila (Lq),Tempo Médio na Fila (Wq),Número Médio no Sistema (L),Tempo Médio no Sistema (W),Utilizacao,Tempo entre Chegadas - Média,Tempo entre Chegadas - Mediana,Tempo entre Chegadas - Moda,Tempo entre Chegadas - Variância,Tempo entre Chegadas - Desvio Padrão,Tempo de Atendimento - Média,Tempo de Atendimento - Mediana,Tempo de Atendimento - Moda,Tempo de Atendimento - Variância,Tempo de Atendimento - Desvio Padrão,Tempo entre Chegadas - Limite Inferior,Tempo entre Chegadas - Limite Superior,Tempo de Atendimento - Limite Inferior,Tempo de Atendimento - Limite Superior
-0.02503007289088902,1.0250300728908888,-19.907812981928974,-108.71087874774784,-17.799245290627468,-97.19659303346212,1.0542838456507524,5.4607142857142845,5.45,Não possui moda,0.7750661375661377,0.8803784058949525,11.514285714285714,11.45,10.8,0.9427513227513226,0.9709538211219535,5.134623552789997,5.786805018638572,11.154645994541072,11.873925434030356
